company_name,job_type,job_name,description,qualifications
Origence,Unknown,Scrum Master,"About Origence

With 30 years at the forefront of fintech innovation, we specialize in SaaS lending solutions that lead the industry. Our core mission is customer-centric, focusing on empowering Credit Unions across the United States with the tools to offer accessible, competitive lending services. We're deeply committed to enhancing the financial ecosystem for a broad network of credit unions, members and auto dealers. We invest in our greatest assets, our employees, and foster a culture of innovation and ownership through freedom and responsibility. We celebrate fiscal accountability, operational rigor and efficiency to create a sustainably healthy and robust business for the long term.

The Scrum Master will work with Agile teams that span across time zones required for operational excellence in product deliveries. Responsible for making sure a Scrum team lives by the values and practices of Scrum. Additionally, provide guidance and help educate the team in Lean, Kanban, and Scaled Agile framework (SAFe). We are in the implementation phase of the SAFe transformation journey. The scrum master will (1) ensure that the Agile process is being followed; (2) help remove blockers and impediments. (3) foster an environment to create high-performing team that generates continuous flow of value, with ongoing innovation and relentless improvement.


MUST BE LOCATED IN THE IRVINE, CA AREA***


What You Will Do


Act as a servant-leader to facilitate and support teams in the day-to-day operation of their agile practices.
Actively facilitate team events like Daily Stand Up, Sprint Planning, Sprint Review and Sprint Retrospective.
Actively facilitate activities such as backlog refinement, in order to maintain a healthy backlog.
Facilitate/help with program events – breakouts during",Scrum Master
MissionStaff,Unknown,Scrum Master,"We connect top talent in Business Services, Tech, Marketing & Creative with companies of all sizes—offering flexible, high-touch staffing solutions. We are currently filling the following contract job for our client.

Job Title: Scrum Master II


Requires 3-4 days/week onsite in Philadelphia


Overview

Are you a passionate and experienced Scrum Master looking to lead dynamic teams within a fast-paced, enterprise environment? Join us as a Scrum Master II and play a pivotal role in enhancing the effectiveness of our website development teams that serve small and enterprise business customers. This is an exciting opportunity to coach, facilitate, and drive agility across teams dedicated to innovative digital solutions, with a focus on continuous improvement and organizational growth.

Required Skills


Proven experience as a dedicated Scrum Master in an authentic Agile Scrum setting
Scrum Master certification (CSM, PSM I, SASM, or equivalent) strongly preferred
Strong coaching skills in Agile best practices, self-organization, and cross-functionality
Expertise in facilitating Scrum ceremonies (Daily Standup, Sprint Planning, Retrospective, Review)


Nice To Have Skills


Background working with consumer-based applications, retail, or business services
Experience managing enterprise-level websites and digital platforms
Skills in metrics collection, reporting, and process improvement initiatives
Ability to influence organizational agility and maturity levels


Preferred Education And Experience


Bachelor’s degree in Computer Science, Business, or related field, or equivalent work experience
At least 3+ years of experience as a Scrum Master, preferably within a team managing online web environments


MissionStaff is an equal opportunity employer. Please note that we do not ",Scrum Master
Coforge,Unknown,Scrum Master,"Role: Scrum Master

Location: Oaks, PA

Key Skill: Scrum, Agile, Financial Domain, Wealth Management

Experience: 10+ years

Mode of Hire: Full Time







Responsibilities of an Agile Scrum Master

Lead daily stand-ups, sprint planning, sprint review, and retrospective meetings.
Identify and resolve blockers that slow down the team.
Escalate issues to management when required.
Guide the team on Agile principles, Scrum practices, and continuous improvement.
Mentor team members to become self-organized and cross-functional.
Shield the team from external interruptions and unplanned work.
Maintain a sustainable pace of delivery.
Facilitate communication between developers, QA, Product Owner, and stakeholders.
Ensure transparency of project progress, risks, and dependencies.
Help refine and prioritize the product backlog.
Ensure stories are well-defined, sized, and ready for development.
Track sprint progress (velocity, burndown, blockers).
Monitor metrics and provide regular updates to stakeholders.
Drive retrospective actions and process improvement initiatives.
Encourage a culture of learning, experimentation, and innovation.",Scrum Master
NVIDIA,Unknown,Senior CI/CD Engineer,"As a Senior System CI/CD Engineer, your responsibility will be crucial in maintaining and improving our outstanding software development infrastructure. You will collaborate with a team of hardworking engineers on ambitious projects that push boundaries, applying AI-driven automation—including LLM and VLM technologies—to system and hardware validation, testing, and CI/CD workflows. This role contributes to revolutionizing applications and sophisticated system software through intelligent automation. If you’re a creative and autonomous engineer with a real passion for technology and AI-enabled systems, we want to hear from you.

What You'll Be Doing


Crafting, implementing, and maintaining robust build systems to streamline the software development lifecycle.
Developing and improving CI/CD pipelines to ensure flawless code integration, testing, and deployment.
Analyzing, prioritizing, and categorizing bugs to determine root causes and successfully implement fixes.
Defining and managing branching strategies to support collaborative development and release processes.
Collaborating with system-level developers to optimize software performance, compatibility, and maintainability.


What We Need To See


8+ years of experience triaging complex system software bugs while prioritizing them effectively.
B.S. or higher degree in Computer Science/Engineering and related field (or equivalent experience).
Strong experience with developing cloud backends and databases in AWS, Azure, GCP.
Strong expertise in build systems such as Gradle, Maven, Make, or Bazel.
Hands-on experience with CI/CD tools, including Jenkins, GitLab CI, CircleCI, or Azure DevOps.
In-depth knowledge of Linux and Windows build systems.
Proven experience with system software and kernel development, including debu",CI/CD Engineer
Guidehouse,Unknown,CI/CD Engineer,"Job Family

Software Development & Support

Travel Required

Up to 25%

Clearance Required

Ability to Obtain Public Trust

What You Will Do

We’re seeking a visionary DevSecOps & CI/CD Engineer to join our newly established Solutioning and Sales Center of Excellence within the Guidehouse Technology Cloud and Application Development team. This role is about building the backbone of modern delivery—designing, standardizing, and implementing CI/CD toolchains and DevSecOps practices that enable faster, predictable, and secure delivery of valuable software.


Design & Standardize CI/CD Toolchains: Architect and build repeatable CI/CD pipelines that include source control, artifact repositories, continuous integration, test automation, release management, and continuous delivery/deployment capabilities.
Infrastructure as Code Leadership: Develop infrastructure-as-code templates and runbooks that enable rapid, consistent setup of CI/CD environments across projects.
Institutionalize DevSecOps Practices: Define and implement standard operating procedures, playbooks, and runbooks that embed security and operations into every stage of development.
Enable Autonomous Teams: Create automation and documentation that empowers teams to self-service CI/CD capabilities, accelerating productivity and reducing dependency.
Champion Lean & Agile Delivery: Apply Lean principles to IT value streams, improving flow, feedback, and continuous learning across development, security, and operations.
Innovate with Modern Practices: Implement advanced techniques such as feature toggles, canary deployments, blue/green environments, and AI-enabled pipeline optimization.
Drive Cultural Change: Foster a high-trust, collaborative culture where success is measured by faster, predictable delivery of valuable",CI/CD Engineer
Agility Consulting International,Unknown,DevOps CI/CD Engineer,"Overview




We are seeking an experienced DevOps Engineer for a short-term project to review, audit, and improve the CI/CD pipeline supporting an AI-powered product. The goal of this engagement is to ensure the pipeline is reliable, secure, scalable, and optimized for rapid model and application deployment.

The engineer will evaluate the current pipeline architecture, identify bottlenecks and risks, and implement improvements to support faster, safer releases across development, staging, and production environments.




Note: We are not interested in recruiting services.




Key Responsibilities
Conduct a comprehensive audit of the existing CI/CD pipeline and DevOps workflows.
Review current build, test, and deployment processes for both application code and AI/ML components.
Identify performance bottlenecks, security risks, and reliability gaps.
Optimize pipeline efficiency, including:
Build times
Test automation
Deployment processes
Environment management
Improve automation, observability, and rollback strategies.
Implement best practices for AI/ML deployment, including model versioning and reproducibility where applicable.
Recommend and implement improvements for infrastructure-as-code and environment consistency.
Ensure pipeline supports secure secrets management and compliance standards.
Document the improved pipeline architecture and operational workflows.
Provide knowledge transfer to the internal engineering team.

Deliverables
CI/CD pipeline assessment report with recommendations
Optimized pipeline configuration and scripts
Improved automation and deployment workflows
Documentation of pipeline architecture and operational processes
Optional: roadmap for future DevOps and MLOps improvementsRequired Qualifications
5+ years of experience in DevOps, Platform Engi",CI/CD Engineer
Tata Consultancy Services,Unknown,Automation CI/CD Engineer,"Job Description

Automation CI/CD Engineer

Expertise in at least one of Ansible, Chef, or Converge

Strong experience with CI/CD tools (Jenkins, GitLab CI, Azure DevOps)

Proficiency in scripting (Python, Groovy, Bash). Solid understanding of version control (Git)

Familiarity with private cloud/virtualization platforms and containerization (Docker, Kubernetes)

Salary Range- $90,000-$100,000 a year

Qualifications: BACHELOR OF COMPUTER SCIENCE",CI/CD Engineer
The Value Maximizer,Unknown,ML Specialist,"Role : ML Specialist Location: NJ/NY (Hybrid)

Role Description A dual-threat technical role responsible for both the theoretical modeling and the engineering required to deploy it. This individual must be capable of building robust classical ML models for causal inference while applying modern Deep Learning methods to enhance forecasting accuracy. Crucially, they must possess strong MLOps capabilities to build production-grade pipelines, ensuring models are scalable, monitored for drift, and integrated seamlessly into the enterprise platform.Key Skills & Competencies (relevant skills, not expecting the same person to possess all of it, we need 2 profiles and so we can build a mix i.e., 1x Classical ML specialist + 1x Modern MLOps Engineer,)


Advanced Forecasting & AI: Mastery of classical methods (Regression, ARIMA, Prophet) combined with modern Deep Learning architectures for time-series forecasting (LSTMs, Temporal Fusion Transformers, N-BEATS)
Causal Inference & Simulation: Experience applying causal libraries (CausalML, EconML) to determine incrementality and simulate business outcomes under uncertainty
MLOps & Engineering: Strong hands-on experience with the modern ML stack (CI/CD for ML, Docker/Kubernetes, MLflow/Kubeflow) to automate training, deployment, and monitoring pipelines
External Job Titles to Search: Senior Machine Learning Engineer (FinTech/Risk), Full-Stack Data Scientist, Applied Scientist (Forecasting & Optimization), AI Engineer (Time-Series focus)",CI/CD Engineer
Pure Talent Consulting,Unknown,Infrastructure Engineer,"No C2C!!

Candidates can be located in any of the following cities. hybrid onsite.




Cincinnati, Cleveland, Dayton, Indianapolis, New Berlin (WI), Decatur (IL)




Job Title: Infrastructure Engineer

Position Summary:

An Infrastructure Engineer designs, builds, maintains, and optimizes the foundational IT systems that support an organization's technology environment. This includes servers, networks, storage, virtualization, and cloud services. The role ensures high availability, security, and performance of infrastructure components critical to business operations. This position requires the candidate to work onsite at our Rochester, NY facility for a minimum of three days per week, with the remaining days offering flexibility for remote work.

Essential Duties and Responsibilities:

Design, deploy, and maintain enterprise infrastructure systems including servers, storage, network devices, virtualization platforms, and cloud environments.
Monitor system performance and conduct regular health checks to ensure operational efficiency.
Troubleshoot and resolve hardware, software, and network issues impacting infrastructure availability.
Implement security protocols, conduct vulnerability assessments, and maintain compliance with organizational and legal requirements.
Collaborate with development, network, and security teams to implement integrated solutions.
Automate infrastructure deployment and management using tools like Ansible, Terraform, or PowerShell.
Conduct root cause analysis of system failures and deploy corrective measures to avoid recurrence.
Maintain detailed documentation of infrastructure configurations, procedures, and policies.
Plan and execute infrastructure upgrades, migrations, and new technology rollouts.
Provide technical support and training to IT",Infrastructure as Code Engineer
Kforce Inc,Unknown,AI Engineer,"Responsibilities

Kforce has a client that is seeking an AI Engineer in Chantilly, VA. Responsibilities:


AI Engineer will design, train, fine-tune, and deploy AI/ML models (LLMs, embeddings, classification models, RAG pipelines)
Build secure, scalable APIs and services to integrate AI capabilities into business systems
Design and implement agentic AI workflows that coordinate multiple models or services to achieve mission objectives
Integrate retrieval-augmented generation (RAG) and agentic reasoning into production environments
Implement and maintain automated CI/CD pipelines for model development, testing, deployment, and rollback
Design and implement containerized applications and services that can be deployed across multiple cloud environments
As an AI Engineer, you will build portable AI pipelines with containerization to ensure future-proof deployments and migration flexibility
Integrate security and compliance controls into all phases of development (DevSecOps), code scans, dependency management, vulnerability assessment, etc.
Use Infrastructure as Code (IaC) tools to provision, configure, and maintain cloud resources


Requirements


B.S. in Computer Science, Engineering, Mathematics, or a related discipline
Equivalent experience may be accepted in lieu of formal education
Active CompTIA Security+ certification
Microsoft Certified: Azure AI Engineer Associate, Google Cloud Professional Machine Learning Engineer, OR similar AI certification
Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information


The pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this r",Infrastructure as Code Engineer
Earnest,Unknown,Cloud Engineer II,"Earnest empowers ambitious professionals to make confident financial decisions and build the life they envision.

Earnies are committed to helping borrowers move forward with confidence by offering smarter borrowing options with a clearer path to taking control of their debt. If you’re as passionate as we are about our mission, read more below, and let’s build something great together. 

The Cloud Engineer II will report to the Director of Infrastructure

As the Cloud Engineer II, you will:

Own and improve AWS infrastructure components supporting high-availability production systems, contributing to reliability, performance, and security standards.
Strengthen reliability and observability by improving SLOs, monitoring, alerting, automation, and reducing MTTR through durable post-incident fixes.
Build and enhance infrastructure-as-code and CI/CD systems (Terraform, Ansible, modern tooling) to improve scalability, deployment safety, and developer experience.
Drive operational excellence through automation, cost optimization (FinOps awareness), strong documentation, and active participation in a blameless on-call culture

Your Impact:

As a Cloud Engineer II, you will help power the cloud infrastructure behind Earnest’s lending platform—where reliability, security, and performance directly support customer trust in a regulated fintech environment.
You’ll take ownership of defined infrastructure domains within a modern, cloud-first ecosystem built on infrastructure-as-code, strong observability, and security-first principles.
Working alongside senior engineers, you’ll strengthen system reliability, reduce operational toil through automation, and continuously improve the scalability and resilience of mission-critical financial system; growing your expertise while contributi",Infrastructure as Code Engineer
Intuitive.ai,Unknown,"Sr. Engineer, Cloud","About us:

Intuitive is an innovation-led engineering company delivering business outcomes for 100’s of Enterprises globally. With the reputation of being a Tiger Team & a Trusted Partner of enterprise technology leaders, we help solve the most complex Digital Transformation challenges across following Intuitive Superpowers:




Modernization & Migration

Application & Database Modernization
Platform Engineering (IaC/EaC, DevSecOps & SRE)
Cloud Native Engineering, Migration to Cloud, VMware Exit
FinOps




Data & AI/ML

Data (Cloud Native / DataBricks / Snowflake)
Machine Learning, AI/GenAI




Cybersecurity

Infrastructure Security
Application Security
Data Security
AI/Model Security




SDx & Digital Workspace (M365, G-suite)

SDDC, SD-WAN, SDN, NetSec, Wireless/Mobility
Email, Collaboration, Directory Services, Shared Files Services




Intuitive Services:

Professional and Advisory Services
Elastic Engineering Services
Managed Services
Talent Acquisition & Platform Resell Services




About the job:

Title: Senior Engineer, Cloud

Start Date: Immediately

# of Positions: 1

Position Type: 3 month contract to Hire

Location: Newtown Square, PA




Required Experience:

AWS Landing zone build out - limited involvement after buildout
Experience with Ansible (redhat)
Terraform experience: role is focused on Infrastructure as code on Azure.




Summary:

Seeking a highly skilled and experienced Senior Engineer, Cloud, to join our team. As the Senior Engineer, Cloud, will play a key role in designing, implementing, and maintaining cloud infrastructure solutions using Azure, AWS and Google platforms. This role is mainly focusing on AWS Cloud and building out the Landing Zone and building out our Infrastructure as Code capabilities against the Cloud providers. You will coll",Infrastructure as Code Engineer
LightFeather,Unknown,DevOps Engineer,"Join LinkedIn
Email
Password (6+ characters)

By clicking Agree & Join, you agree to the LinkedIn User Agreement, Privacy Policy, and Cookie Policy.

Agree & Join
or

Already on Linkedin? Sign in

LINKEDIN

LinkedIn is better on the app

Don’t have the app? Get it in the Microsoft Store.

Open the app",Infrastructure as Code Engineer
Apple,Unknown,DevOps Engineer,"Summary

We are seeking a DevOps Engineer to join our HID organization and directly enable engineers to bring innovative features to millions of Apple users worldwide. We delivered Multitouch Algorithms on iPhones, seamless pencil interaction on iPads, input testing on VisionPro, in-ear detection on AirPods, and many more input and output technologies. Our team is just getting started, and we need your help to bring new DevOps technologies to even more project teams. If you have a strong background in DevOps, and want many new challenges to solve with novel and proven concepts, this is your place. Apply today!

Description

Here’s what to expect:


Serve as the DRI for DevOps support for your development teams. You gather their requirements, architect a plan, and deliver powerful pipeline and tool solutions.
Work on a Team. You’ll collaborate with your teammates to refine your ideas, and provide backup where needed.
Never stop learning. You love tinkering and understanding new tools, and can effectively deploy them where the problem fits best.
Communication. This includes providing support, leading rollouts, and highlighting recent successes to users, managers, and leaders across the organization.
AI optimist. You’re excited about AI and its potential impact in engineering workflows, ready to use it for automation, triage, and building intelligent tools.
Demonstrate Best Practices. You consistently consider security, code quality, healthy architecture, and robust testing in your daily work.


Minimum Qualifications


BS and a minimum of 3 years relevant industry experience in software development or related areas
Knowledge of testing methodologies


Preferred Qualifications


Strong practical knowledge of Python and Bash
Strong understanding of source control systems (g",Release Engineer
Paramount,Unknown,DevOps Engineer,"#WeAreParamount on a mission to unleash the power of content… you in?

We’ve got the brands, we’ve got the stars, we’ve got the power to achieve our mission to entertain the planet – now all we’re missing is… YOU! Becoming a part of Paramount means joining a team of passionate people who not only recognize the power of content but also enjoy a touch of fun and uniqueness. Together, we co-create moments that matter – both for our audiences and our employees – and aim to leave a positive mark on culture.

In This Role You’ll:

Paramount Global is hiring a DevOps Engineer! As a DevOps Engineer at Paramount, you will be an integral part of our Data Engineering team, responsible for building and maintaining robust CI/CD pipelines, creating automations, and ensuring the reliability and performance of our systems. You will work closely with Data Engineers, Cloud Administrators, and other partners to support our development and production environments.

Responsibilities include:


Design, develop, and maintain CI/CD pipelines for various applications.
Implement and manage Infrastructure as Code using tools like Terraform.
Develop automation scripts and tools to streamline operations and improve efficiency.
Collaborate with development teams to ensure smooth code deployments and integrations.
Monitor and troubleshoot deployment incidents and resolve technical issues.
Implement and manage container orchestration using Kubernetes.
Develop and maintain technical documentation for DevOps processes and systems.
Stay up to date with the latest industry trends and guidelines in DevOps.


Basic Qualifications You Bring:


3+ years of experience with Linux, and a thorough understanding in writing Bash scripts.
Good knowledge of Git, Docker, Terraform, and one of the major cloud platforms",Release Engineer
Apple,Unknown,DevOps Engineer - Info Apps,"Summary

The Apple Info Apps team is looking for a DevOps Engineer to drive the evolution of our CI/CD pipelines, infrastructure automation, and developer tooling. You will support large engineering teams and provide operational support for large-scale backend systems deployed across hybrid cloud environments like Kubernetes on AWS, GCP, and on-premise infrastructure. You will enjoy using technology to automate solutions and optimize outcomes, building robust internal productivity tools in Python, optimizing build systems for Java and Python applications, and providing expert support for development environments. We're also exploring how Generative AI can enhance our tool creation, build processes, and CI/CD pipelines. If you're passionate about automation, cloud-native technologies, operational excellence, and leveraging cutting-edge AI to transform software delivery, we encourage you to apply.

Description

The Apple Info Apps DevOps team provides the cloud-based infrastructure for multiple backend production systems that enable Apple News, Stocks, and Weather to serve millions of customers every day. Our team paves the way for engineering teams to iterate and roll out new features. As a DevOps Engineer, you'll play a pivotal role in designing, implementing, and maintaining this critical infrastructure and automation. You will enhance our CI/CD capabilities, manage Kubernetes deployments across multi-cloud and on-prem environments, and develop custom tools to boost developer efficiency. You'll also explore and integrate Generative AI to optimize our processes. This hands-on role requires deep technical expertise, proactive problem-solving, and a commitment to operational stability.

As a member of our dynamic group, you’ll have the rare and rewarding opportunity to en",Release Engineer
Rain,Unknown,DevOps Engineer,"About The Company

Rain makes the next generation of payments possible across the globe. We’re a lean and mighty team of passionate builders and veteran founders. Our infrastructure makes stablecoins usable in the real-world by powering card transactions, cross-border payments, B2B purchases, remittances, and more. We partner with fintechs, neobanks, and institutions to help them launch solutions that are global, inclusive, and efficient. You will have the opportunity to deliver massive impact at a hypergrowth company that is funded by some of the top investors in fintech, crypto, and SaaS, including Sapphire Ventures, Norwest, Galaxy Ventures, Lightspeed, Khosla, and several more. If you’re curious, bold, and excited to help shape a borderless financial future, we’d love to talk.

Many of our engineers are based in NYC, but we are open to fully remote candidates.

Our Ethos

We believe in an open and flat structure. You will be able to grow into the role that most aligns with your goals. Our team members at all levels have the freedom to explore ideas and impact the roadmap and vision of our company.

What You'll Do


Be a critical part of the technical infrastructure roadmap
Manage our cloud environments across GCP and AWS
Scale our infrastructure to millions of end users globally
Help drive the architectural decisions of a rapidly evolving product
Lead the creation and maintenance of our CI/CD pipelines to enable rapid, reliable deployments
Collaborate with the engineering team to improve infrastructure performance
Build infrastructure to interact with millions of smart contracts across dozens of blockchains
Automate security controls and compliance processes to protect sensitive financial data


What We're Looking For


Strong experience with Infrastructure as Code,",Release Engineer
Wonder,Unknown,DevOps Engineer,"About Wonder

Everything’s on the menu at Wonder. Except compromise.

The Wonder app is the premiere platform to feed every craving, all in one order. Our 25+ award-winning restaurant partners span every cuisine you can think of, from Greek to Thai, and come from the minds of the best chefs in the industry—Bobby Flay, José Andrés, Marcus Samuelsson, and more.

And our diners don’t have to choose just one: they can mix and match dishes from as many Made by Wonder restaurants as they’d like, or order from neighborhood gems near them. Everything is made to order at our brick-and-mortar locations across the East Coast and delivered fast and free, and more locations are opening every week.

The best in the business are coming to Wonder, working every day to make us the destination for every mealtime moment. Join a team of technology, culinary, and logistics pioneers, backed by top-tier venture capitalists, and help us make great food more accessible.

About The Opportunity

We’re looking for a DevOps Engineer to help maintain and grow our tech platform that accelerates application engineers' productivity and operational excellence. The Wonder Platform team enables the business grow through systems, tools, and process to: support correctness, improve operational, adopt scalable system designs, manage costs and improve engineering productivity. As an engineer on Wonder's Platform team, you will participate in these outcomes by building infrastructure, providing customer support, and automation. This work ultimately supports every area of our business, from the production of tens of thousands of meals daily, through to delivery to our customers. Your contributions in this area will help Wonder continue to innovate and grow.

The Impact You Will Make


Development platforms that",Release Engineer
XPENG,Unknown,"Machine Learning Engineer - LLM, AI & Robotics","XPENG is a leading smart technology company at the forefront of innovation, integrating advanced AI and autonomous driving technologies into its vehicles, including electric vehicles (EVs), electric vertical take-off and landing (eVTOL) aircraft, and robotics. With a strong focus on intelligent mobility, XPENG is dedicated to reshaping the future of transportation through cutting-edge R&D in AI, machine learning, and smart connectivity.

Job Responsibilities


Fine-tune the pre-trained LLM on particular use cases in Humanoid Robots and Autonomous Driving Cars, e.g. chat, API calling, etc.
Work on efficient LLMs (e.g. small LLMs, weight sharing, model quantization, etc.) that can be deployed locally in Robots and Cars.
Develop and maintain the LLM (including multi-modal LLM) training and deployment pipelines that could scale to massive production.
Work on efficient and effective ways to leverage large scale dataset and computational resource.
Explore novel ways to generate synthetic data to improve the data diversity & quality.
Communicate and align with different teams on product needs across the company


Minimum Skill Requirements


Ph.D in Computer Science or related fields.
Solid background in machine learning, natural language processing (NLP), computer vision,


speech or data.


Experience in working with LLMs
Strong python programming skills & software development, and strong experience with any


major deep learning framework.


Open-minded, collaborative and excellent communication skills


Preferred Skill Requirements


Deep understanding of language model modern architectures, ‘under the hood’ LLM training knowledge, quantization techniques, etc.
Familiarity of large language models (LLMs) relevant technologies, such as SFT, RLHF, prompt engineering, RAG, et",Automation Engineer
Atlas OT,Unknown,Sr. Controls and Automation Engineer,"Overview
As a Senior Controls Engineer at Atlas OT, you will help deliver integrated automation and controls solutions across a wide range of industries, including energy, manufacturing, food and beverage, water/wastewater, oil and gas, renewables, and more. You'll contribute to projects involving RTU, PLC, flow computer, SCADA, and DCS systems, supporting everything from design and programming to procurement, testing, and deployment.
This role involves contributing to internal standards development, estimating project scopes, and supporting the design and implementation of complex, multi-platform systems. You’ll apply technical precision and innovation to support advanced electrical, instrumentation, and controls engineering efforts—helping to provide full-service solutions, including panel design, FAT testing, and managed SCADA services. Your work will directly support Atlas OT’s mission of delivering reliable, scalable Operational Technology systems.
This is more than a senior engineering role—it’s a technical leadership opportunity for those who are ready to shape standards, guide teams, and deliver automation excellence on a global scale.

Duties

Lead complex automation projects, integrating Mechanical, Electrical, and Software systems across multiple platforms

Develop, maintain, and enforce global code libraries and internal programming standards (IEC 61131-3)

Architect and approve secure OT network designs, including IDMZ, firewalls, and compliance with IEC 62443 cybersecurity standards

Oversee technical quality by reviewing work from Associate Engineers through Lead Engineers and guide and support their adherence to established engineering standards.

Lead team in the technical execution of process optimization and automation strategies based on project requ",Automation Engineer
Cisco,Unknown,Mechanical Engineer (Process Automation Engineer),"The application window is expected to close on: 03/23/2026

Job posting may be removed earlier if the position is filled or if a sufficient number of applications are received.

The application window is expected to close on 03/23/2026.

Job posting may be removed earlier if the position is filled or if a sufficient number of applications are received. This is a hybrid role based in the USA.

Meet The Team

Join Cisco's Process & Automation group and revolutionize optics manufacturing! We're seeking a dynamic Mechanical Engineer to design, develop, and optimize our automated optics assembly processes. You'll be instrumental in establishing robust, repeatable process capability, expanding production capacity through scalable solutions, and ensuring exceptional quality that consistently surpasses product and process standards. Your expertise will directly accelerate new product introduction (NPI) success, drive production efficiency, and uphold our unwavering commitment to excellence in optics manufacturing.

Your Impact

You will champion the design, development, and optimization of high-precision, automated assembly processes for wafer and module-level optical packaging. Engineer and refine robust assembly methodologies, ensuring high repeatability, scalability, and yield. Establish and optimize machine recipes and process parameters for prototype, pilot, and engineering test builds. Systematically identify and resolve process issues using 8D methodology and statistical analysis, driving root-cause solutions for sustained quality improvements. Design and implement Design of Experiments (DOE) to increase process capability and enable efficient scaling. You'll also specify, procure, and qualify custom assembly fixtures and tooling, and qualify in-house pilot assembly line",Automation Engineer
Salcomp Manufacturing USA,Unknown,Automation Engineer,"Job Summary


The Automation Engineer is responsible for supporting the setup, transfer, optimization, and maintenance of automation and non-automation equipment used in manufacturing operations. This role works closely with production, engineering, and supplier teams to ensure reliable equipment performance, troubleshoot technical issues, and support continuous improvement initiatives. The Automation Engineer plays a key role in improving equipment efficiency, supporting equipment validation, and providing technical training to manufacturing teams.

Key Responsibilities



Support equipment transfers and ensure smooth equipment operation prior to trial production.


Collaborate with internal departments and external suppliers to review design plans for new automation equipment, ensuring feasibility, compatibility, and proper documentation for materials and layouts.


Evaluate, verify, and accept new automation equipment, assessing safety, operability, stability, and maintainability.


Compile and organize operating and maintenance manuals for new equipment and maintain internal records for preventive maintenance schedules.


Analyze equipment issues and implement corrective solutions to ensure stable production operations.


Provide technical support for complex equipment issues beyond the resolution capability of production teams.


Facilitate training for manufacturing engineering (ME) staff on equipment operation, maintenance, and repair, and monitor training effectiveness.


Assist with troubleshooting and optimization of non-automation equipment, including signal transmission issues and PLC programming adjustments.


Collaborate with Process/Industrial Engineering (PIE) teams to improve UPH (Units Per Hour) and enhance equipment efficiency.


Conduct audits relate",Automation Engineer
Oishii,Unknown,Industrial Automation Robotics Engineer,"We grow the world’s BEST Strawberries & that wouldn’t be possible without our Engineering Team!

We are seeking an Industrial Automation Robotics Engineer who drives some of the most cutting-edge engineering projects Oishii has to offer. You will play a key role in developing advanced automation solutions that drive reliability, scalability, and performance across our indoor vertical farms.

At Oishii, the Industrial Automation Robotics Engineer has the opportunity to shape the future of an industry. We leverage robotic harvesting, artificial intelligence, forecasting, and automation technologies to grow and harvest the world’s best strawberries. We are studying every aspect of strawberry production and finding ways to beat the status quo. On the plant science front we are creating smarter farms that can automatically harvest fruit, measure and analyze plant health, monitor environmental conditions, fine-tune nutrient levels, understand and control the micro-organism ecosystems, and much more. Working closely with cross-functional teams and external partners, you will drive automation projects from concept through commissioning, ensuring each system is safe, maintainable, and high-performing.

What You’ll Be Responsible For


Lead the design and development of automation systems from concept to commissioning, including robotics, PLCs, motion control, and safety systems.
Develop complete control system architectures including PLCs, safety systems, motion controllers, and sensors.
Develop, program, and optimize control logic and robotic operations using PLC/HMI platforms (Allen-Bradley, Ignition) and robot programming environments (Yaskawa, Fanuc, KUKA).
Lead small teams by setting goals, managing performance, and providing support and feedback.
Write and maintain automat",Automation Engineer
"Tyto Athene, LLC",Unknown,Kubernetes Engineer,"Description

Tyto Athene is searching for a Kubernetes Engineer . In this position you will be assigned to support the US Space Force's Space Systems Command, Operational Command and Control Acquisition Delta, known as Kobayashi Maru. Kobayashi Maru is responsible for continuously delivering impactful software for space operations. The program office's mission includes the development and deployment of software for space defense, space domain awareness, and enabling data services.

Responsibilities


You will be responsible for leveraging Kubernetes technology to deliver, install, upgrade, patch and maintain highly reliable and resilient solutions for deploying and hosting current and future tools and services needed to develop, test, secure, and ship software applications to production.
You will be expected to perform within an Agile framework including conducting daily stand up, welcome feedback often, sprint/iteration planning, duration planning, retrospectives, executing from the product backlog and roadmap, meeting performance metrics, and reporting on progress and blockers.
You will be responsible for securing and configuring containerized services orchestrated with Kubernetes, and its underlying environment.
You will be responsible for tuning Kubernetes performance and identifying problems by using service and traffic metrics by establishing monitoring and alerting dashboards.
You will be the lead for the lifecycle management of all containerized services used in the development of Kobayashi Maru software.
You will be the lead for troubleshooting containerized-services and publishing root cause analysis (RCAs) and postmortems with the larger portfolio.
You will establish Service Level Objectives and other Site Reliability Engineering (SRE) related metrics.
You wi",Containerization Engineer
